|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file
428|2D|1935|Pencil|Paper|Yes|9.75 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ab0b63f5e056f15fb88f24e97b82c6e0.jpg|Lydia allongée|HENRI MATISSE|Nov 6, 2013|25,000 - 35,000 USD|43,750 USD|images/henri_matisse/ab0b63f5e056f15fb88f24e97b82c6e0.jpg
429|2D|1939|Pencil|Paper|Yes|16 x 20.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4d585d7b7d76c965e948203230aaed37.jpg|Nu à la chevelure|HENRI MATISSE|Nov 6, 2013|15,000 - 25,000 USD|31,250 USD|images/henri_matisse/4d585d7b7d76c965e948203230aaed37.jpg
430|2D|1929|Pen, India Ink, Pencil|Toned paper|Yes|9.5 x 12.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/15fd8112dcb606efb50c08f2c00d537d.jpg|Nu assis|HENRI MATISSE|Nov 6, 2013|50,000 - 70,000 USD|90,000 USD|images/henri_matisse/15fd8112dcb606efb50c08f2c00d537d.jpg
431|2D|1927|Pen, India Ink, Pencil|Paper|Yes|9.38 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ffaab5fc4f67d37a8ded3a5e425086cf.jpg|Nu avec ombre|HENRI MATISSE|Nov 6, 2013|15,000 - 25,000 USD|35,000 USD|images/henri_matisse/ffaab5fc4f67d37a8ded3a5e425086cf.jpg
432|2D|1928|Pen, India Ink|Paper|Yes|12.88 x 19.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/76951fa097c5e791297d48bc452aea8a.jpg|Persane allongée|HENRI MATISSE|Nov 6, 2013|40,000 - 60,000 USD|40,000 USD|images/henri_matisse/76951fa097c5e791297d48bc452aea8a.jpg
433|2D|1916|Brush, India Ink|Paper|Yes|13.88 x 9.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3776b4355fb948c2470810ae7ff987a1.jpg|Autoportrait|HENRI MATISSE|Nov 5, 2013|150,000 - 250,000 USD|317,000 USD|images/henri_matisse/3776b4355fb948c2470810ae7ff987a1.jpg
434|2D|1938|Charcoal, Estompe|Paper|Yes|24 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0fa304bb926b4e1fd6eedae7fb368c47.jpg|Femme à la jambe repliée|HENRI MATISSE|Nov 5, 2013|450,000 - 600,000 USD|509,000 USD|images/henri_matisse/0fa304bb926b4e1fd6eedae7fb368c47.jpg
435|2D|1930|Pencil|Paper|Yes|10 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/355395c490917f7e42c05730679db909.jpg|Nu assis|HENRI MATISSE|Nov 5, 2013|0 - 0 USD|31,250 USD|images/henri_matisse/355395c490917f7e42c05730679db909.jpg
436|2D|1947|Gouache|Laid Paper, Card|Yes|15.75 x 10.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/740957dbac34bfc8d4343bb82e956048.jpg|Arabesques noires et violettes sur un fond orange|HENRI MATISSE|Nov 4, 2013|1,000,000 - 1,500,000 USD|1,085,000 USD|images/henri_matisse/740957dbac34bfc8d4343bb82e956048.jpg
437|2D|1944|Charcoal, Estompe|Paper|Yes|24 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cfc8b9e1d5f3b7e851166930b5ccba21.jpg|Femme au guéridon|HENRI MATISSE|Nov 4, 2013|1,200,000 - 1,800,000 USD|965,000 USD|images/henri_matisse/cfc8b9e1d5f3b7e851166930b5ccba21.jpg
438|2D|1909|Oil|Canvas|Unknown|36 x 48 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/afc0bccc5e9830a0bd5361750b59bfe8.jpg|Still Life with Dance|HENRI MATISSE|Jul 17, 2013|200 - 400 USD|62 USD|images/henri_matisse/afc0bccc5e9830a0bd5361750b59bfe8.jpg
439|2D|1942|Pen, Ink|Paper|Unknown|52.7 x 40.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cd100cef4be939b0fd01e78589d0e6bf.jpg|MONIQUE|HENRI MATISSE|Jun 20, 2013|154,480 - 231,720 USD|189,238 USD|images/henri_matisse/cd100cef4be939b0fd01e78589d0e6bf.jpg
440|2D|1928|Pencil|Paper|Yes|32.6 x 50.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9d5613a354ece6c29c1bd526299d651a.jpg|Nu|HENRI MATISSE|Jun 20, 2013|154,480 - 231,720 USD|170,700 USD|images/henri_matisse/9d5613a354ece6c29c1bd526299d651a.jpg
441|2D|1951|Brush, India Ink|Paper|Yes|43.3 x 33 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2cd34a27a062ab7710e697ba6cc59a4.jpg|TÊTE DE JEUNE FILLE|HENRI MATISSE|Jun 20, 2013|339,856 - 494,336 USD|504,377 USD|images/henri_matisse/c2cd34a27a062ab7710e697ba6cc59a4.jpg
442|2D|1944|Pencil|Paper|Yes|15.63 x 20.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/13b30a01167760506560104522186e02.jpg|Deux femmes nues|HENRI MATISSE|Jun 19, 2013|62,660 - 93,990 USD|81,888 USD|images/henri_matisse/13b30a01167760506560104522186e02.jpg
443|2D||Pencil|Paper|Yes|12.38 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/67c102942c7e66c01ea89dfff03db7f2.jpg|Jeune femme assise|HENRI MATISSE|Jun 19, 2013|31,330 - 46,995 USD|50,911 USD|images/henri_matisse/67c102942c7e66c01ea89dfff03db7f2.jpg
444|2D|1928|Pen, India Ink|Paper|Yes|12.5 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ecfd92da87c4fe90b3bced0a8686f791.jpg|Modèle debout|HENRI MATISSE|Jun 19, 2013|28,197 - 39,162 USD|29,371 USD|images/henri_matisse/ecfd92da87c4fe90b3bced0a8686f791.jpg
445|2D||Fusain|Papier|Unknown|52.6 x 40.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/71835e60ddf31bd75a01458fd0906a9d.jpg|Portrait de femme|HENRI MATISSE|May 28, 2013|90,566 - 129,380 USD|79,568 USD|images/henri_matisse/71835e60ddf31bd75a01458fd0906a9d.jpg
446|2D|1920|Oil|Canvas|Yes|15.13 x 18.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e5032a0036e14a1ae38a1a3c503dc793.jpg|Bords de la Seine à Vétheuil|HENRI MATISSE|May 9, 2013|300,000 - 400,000 USD|363,750 USD|images/henri_matisse/e5032a0036e14a1ae38a1a3c503dc793.jpg
447|2D|1944|Pen, India Ink|Paper|Yes|20.75 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e244c64972e843adabccc7002713a4d3.jpg|Jeune femme|HENRI MATISSE|May 9, 2013|100,000 - 150,000 USD|99,750 USD|images/henri_matisse/e244c64972e843adabccc7002713a4d3.jpg
448|2D|1930|Pen, India Ink|Paper|Yes|11 x 14.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c6b010eda4c8f2cd0358448787db499f.jpg|Nu accoudé|HENRI MATISSE|May 9, 2013|40,000 - 60,000 USD|99,750 USD|images/henri_matisse/c6b010eda4c8f2cd0358448787db499f.jpg
449|2D|1930|Pencil|Paper|Yes|9.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b7b755e89da5fabcea8cf9e4236e66c3.jpg|Odalisque dans une chambre ornementale|HENRI MATISSE|May 9, 2013|40,000 - 60,000 USD|56,250 USD|images/henri_matisse/b7b755e89da5fabcea8cf9e4236e66c3.jpg
450|2D|1942|Oil|Canvas|Yes|18.25 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bd92f60e425b54acc7641d556748c617.jpg|Jeune femme assise en robe grise|HENRI MATISSE|May 8, 2013|5,000,000 - 7,000,000 USD|4,939,750 USD|images/henri_matisse/bd92f60e425b54acc7641d556748c617.jpg
451|2D|1918|Oil|Canvas|Yes|13 x 16.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0e8e3a4d0cdbde3919714a1b9ee09433.jpg|LE MONT CHAUVE À NICE|HENRI MATISSE|May 8, 2013|200,000 - 300,000 USD|533,000 USD|images/henri_matisse/0e8e3a4d0cdbde3919714a1b9ee09433.jpg
452|2D|1906|Crayon|Paper|Yes|17.625 x 11.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b193a081d4f7b44ad4f911c871471de.jpg|NU DE DOS|HENRI MATISSE|May 8, 2013|100,000 - 150,000 USD|125,000 USD|images/henri_matisse/6b193a081d4f7b44ad4f911c871471de.jpg
453|2D|1898|Oil|Canvas|Yes|15.25 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cebada99de579b044b0dbec1a03f6e3e.jpg|PAYSAGE DE CORSE|HENRI MATISSE|May 8, 2013|200,000 - 300,000 USD|245,000 USD|images/henri_matisse/cebada99de579b044b0dbec1a03f6e3e.jpg
454|2D|1951|Charcoal|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4af4f634404fcfa38ae3df168bbe1bd2.jpg|TÊTE DE FEMME|HENRI MATISSE|May 8, 2013|180,000 - 250,000 USD|Unsold|images/henri_matisse/4af4f634404fcfa38ae3df168bbe1bd2.jpg
455|2D|1948|Crayon|Paper|Yes|20.875 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0fe0779d0b84ca655192a3ff139d1507.jpg|TÊTE DE FEMME|HENRI MATISSE|May 8, 2013|180,000 - 250,000 USD|Unsold|images/henri_matisse/0fe0779d0b84ca655192a3ff139d1507.jpg
456|2D|1950|Colored Crayon, Pen, Ink|Paper|Yes|8.625 x 17.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8b6def662c91dd2d9b7d4f03abba4654.jpg|UNE LETTRE ILLUSTRÉE AUX FLEURS|HENRI MATISSE|May 8, 2013|30,000 - 40,000 USD|87,500 USD|images/henri_matisse/8b6def662c91dd2d9b7d4f03abba4654.jpg
457|2D|1919|Oil|Canvas|Yes|22 x 15.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/82f3b9fad6a1772827949d88accad7ce.jpg|FEMME  AU  CHAPEAU|HENRI MATISSE|May 7, 2013|3,500,000 - 5,000,000 USD|5,429,000 USD|images/henri_matisse/82f3b9fad6a1772827949d88accad7ce.jpg
458|2D|1919|Oil|Canvas|Yes|22 x 15.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d8a66a6405843b38220569f4447df409.jpg|FEMME AU CHAPEAU|HENRI MATISSE|May 7, 2013|3,500,000 - 5,000,000 USD|5,429,000 USD|images/henri_matisse/d8a66a6405843b38220569f4447df409.jpg
459|2D|1942|Charcoal, Estompe|Paper|Yes|20.88 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/68398a1b9dc915ff0d14b6975b7deb05.jpg|PORTRAIT  DE  FEMME|HENRI MATISSE|May 7, 2013|400,000 - 600,000 USD|605,000 USD|images/henri_matisse/68398a1b9dc915ff0d14b6975b7deb05.jpg
460|2D||Charcoal, Estompe|Paper|Yes|20.875 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0cdb3eb8fb99b41d0e32cc5263653b51.jpg|PORTRAIT DE FEMME|HENRI MATISSE|May 7, 2013|400,000 - 600,000 USD|605,000 USD|images/henri_matisse/0cdb3eb8fb99b41d0e32cc5263653b51.jpg
461|2D|1931|Pen, India Ink|Paper|Yes|18.75 x 13.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/494e08198c606a0b6877dfddf8988e2d.jpg|Femme assise|HENRI MATISSE|Feb 7, 2013|314,140 - 471,210 USD|341,234 USD|images/henri_matisse/494e08198c606a0b6877dfddf8988e2d.jpg
462|2D||Pencil|Paper|Yes|12.5 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4970803ac5d4ce213bd6495e3b9228d6.jpg|Femme nue assise|HENRI MATISSE|Feb 7, 2013|47,121 - 78,535 USD|73,587 USD|images/henri_matisse/4970803ac5d4ce213bd6495e3b9228d6.jpg
463|2D|1947|Pen, India Ink|Paper|Yes|19.75 x 14.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/24d3e335e5bb126aaaad5122600d8560.jpg|Jeune femme martiniquaise|HENRI MATISSE|Feb 7, 2013|109,949 - 157,070 USD|143,326 USD|images/henri_matisse/24d3e335e5bb126aaaad5122600d8560.jpg
464|2D|1951|Charcoal, Wash|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b811b5c80ed4f4ea72231ea956e31d74.jpg|Mère et enfant|HENRI MATISSE|Feb 7, 2013|94,242 - 125,656 USD|115,053 USD|images/henri_matisse/b811b5c80ed4f4ea72231ea956e31d74.jpg
465|2D|1920|Pencil|Card|Yes|15.25 x 11.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5face495d5e5c3777bf4ca7e5ba0efa5.jpg|Nu au bouquet|HENRI MATISSE|Feb 7, 2013|31,414 - 47,121 USD|39,267 USD|images/henri_matisse/5face495d5e5c3777bf4ca7e5ba0efa5.jpg
466|2D|1920|Pencil|Paper|Yes|38.4 x 28.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6d622bd35fb513163916831589dc1af8.jpg|ÉTUDE DE NUS|HENRI MATISSE|Feb 6, 2013|93,966 - 125,288 USD|133,510 USD|images/henri_matisse/6d622bd35fb513163916831589dc1af8.jpg
467|2D|1921|Oil|Canvas|Yes|26 x 21.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2f2c140a54948f0f82c072b29b86ddd8.jpg|Jeune fille à la mauresque, robe verte|HENRI MATISSE|Feb 6, 2013|3,915,250 - 5,481,350 USD|4,800,488 USD|images/henri_matisse/2f2c140a54948f0f82c072b29b86ddd8.jpg
468|2D|1938|Gouache, Watercolour, India Ink, Pencil|Paper|Yes|19.13 x 24.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5050b1cb6ba9aed5e2a2b49f3bdf6298.jpg|La danse|HENRI MATISSE|Feb 6, 2013|3,445,420 - 5,324,740 USD|4,274,278 USD|images/henri_matisse/5050b1cb6ba9aed5e2a2b49f3bdf6298.jpg
469|2D|1922|Pen, Ink|Paper|Unknown|27.9 x 37.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dd6098d1936967de62a650cd9c50a570.jpg|NU ALLONGÉ|HENRI MATISSE|Feb 6, 2013|31,322 - 46,983 USD|48,940 USD|images/henri_matisse/dd6098d1936967de62a650cd9c50a570.jpg
470|2D|1930|Pen, Ink|Paper|Yes|32 x 24 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/960bc0966519b95b9e87cea26ccf5335.jpg|PORTRAIT  DE  FEMME|HENRI MATISSE|Feb 6, 2013|93,966 - 125,288 USD|114,716 USD|images/henri_matisse/960bc0966519b95b9e87cea26ccf5335.jpg
471|2D|1935|Charcoal, Chalk|Paper|Unknown|64 x 48.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a563e6ad1f4b64a19f536ecc8186a98f.jpg|ULYSSES  KNEELING  BEFORE  NAUSICAA  AND  TWO  OF  HER  ATTENDANTS|HENRI MATISSE|Feb 6, 2013|93,966 - 125,288 USD|415,408 USD|images/henri_matisse/a563e6ad1f4b64a19f536ecc8186a98f.jpg
472|2D|1935|Charcoal, white chalk|Paper|Unknown|64 x 48.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a5ba953a32ebd9311dfe60d2c8b0c3e2.jpg|ULYSSES KNEELING BEFORE NAUSICAA AND TWO OF HER ATTENDANTS|HENRI MATISSE|Feb 6, 2013|93,966 - 125,288 USD|415,408 USD|images/henri_matisse/a5ba953a32ebd9311dfe60d2c8b0c3e2.jpg
473|2D|1927|Charcoal|Paper|Yes|48 x 63 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/da3b6c56af0f23d437f9dc62c9b6a016.jpg|NU  COUCHÉ|HENRI MATISSE|Feb 5, 2013|125,944 - 188,916 USD|455,366 USD|images/henri_matisse/da3b6c56af0f23d437f9dc62c9b6a016.jpg
474|2D|1927|Charcoal|Paper|Yes|48 x 63 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/27668c4f4d37887ace78b1142d66c3c7.jpg|NU COUCHÉ|HENRI MATISSE|Feb 5, 2013|125,944 - 188,916 USD|455,366 USD|images/henri_matisse/27668c4f4d37887ace78b1142d66c3c7.jpg
475|2D|1921|Oil|Canvas|Yes|33 x 22.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a421534d65e65bcd99dec0356a0154cd.jpg|VENITIENNE (EN BUSTE) OR ANCILLA|HENRI MATISSE|Feb 5, 2013|787,150 - 1,259,440 USD|795,415 USD|images/henri_matisse/a421534d65e65bcd99dec0356a0154cd.jpg
476|2D|1949|Encre de Chine|Papier|Unknown|44 x 37 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7f0311d1a21e048b43f44a6a69ad4cab.jpg|Tête de femme|HENRI MATISSE|Nov 28, 2012|77,346 - 103,128 USD|109,573 USD|images/henri_matisse/7f0311d1a21e048b43f44a6a69ad4cab.jpg
477|2D||Charcoal|Paper|Yes|26.125 x 18.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88618bf88aabfeda7938216d15c2cd47.jpg|ETUDE POUR 'PORTRAIT AU MANTEAU BLEU|HENRI MATISSE|Nov 8, 2012|2,500,000 - 3,500,000 USD|Unsold|images/henri_matisse/88618bf88aabfeda7938216d15c2cd47.jpg
478|2D|1948|Charcoal|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d9896c4fd3beb92080ebcebc604ed1c2.jpg|Eva, grande chevelure|HENRI MATISSE|Nov 8, 2012|100,000 - 150,000 USD|158,500 USD|images/henri_matisse/d9896c4fd3beb92080ebcebc604ed1c2.jpg
479|2D|1940|Pencil|Paper|Yes|20.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e76dc20ec50520065c393ca6608e09b2.jpg|Femme et bouquets|HENRI MATISSE|Nov 8, 2012|150,000 - 200,000 USD|146,500 USD|images/henri_matisse/e76dc20ec50520065c393ca6608e09b2.jpg
480|2D||Pencil|Paper|Unknown|9.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2430f2eee3d8653d10a4d53074f912cb.jpg|Femme se maquillant|HENRI MATISSE|Nov 8, 2012|15,000 - 25,000 USD|64,900 USD|images/henri_matisse/2430f2eee3d8653d10a4d53074f912cb.jpg
481|2D|1949|Brush, India Ink|Paper|Yes|13 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6279b1dfe312649c779f321b413ecf99.jpg|Feuillage|HENRI MATISSE|Nov 8, 2012|30,000 - 40,000 USD|86,500 USD|images/henri_matisse/6279b1dfe312649c779f321b413ecf99.jpg
482|2D||Pen, India Ink|Paper|Yes|8 x 10.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cb57b18bce3ed719f31820deab341b5f.jpg|Fleurs et feuilles|HENRI MATISSE|Nov 8, 2012|15,000 - 25,000 USD|35,000 USD|images/henri_matisse/cb57b18bce3ed719f31820deab341b5f.jpg
483|2D|1944|Pen, India Ink|Paper|Yes|20.5 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7b56707f54c62ca0d8657c6a82499a04.jpg|Le Bouquet|HENRI MATISSE|Nov 8, 2012|80,000 - 120,000 USD|134,500 USD|images/henri_matisse/7b56707f54c62ca0d8657c6a82499a04.jpg
484|2D|1940|Oil, Pencil|Canvas|Yes|13.13 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ba2f610f6eb1d810238048fe26d8cf50.jpg|Les Pêches|HENRI MATISSE|Nov 8, 2012|400,000 - 600,000 USD|506,500 USD|images/henri_matisse/ba2f610f6eb1d810238048fe26d8cf50.jpg
485|2D||Charcoal|Paper|Yes|20 x 26.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f71eff4b93ee5f709f5c9c0710798c39.jpg|MATERNITÉ|HENRI MATISSE|Nov 8, 2012|1,200,000 - 1,800,000 USD|1,426,500 USD|images/henri_matisse/f71eff4b93ee5f709f5c9c0710798c39.jpg
486|2D|1921|Oil|Canvas|Yes|15.375 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bff2127481e59285c6f044747b4daa2b.jpg|NU ALLONGÉ (ODALISQUE)|HENRI MATISSE|Nov 8, 2012|1,000,000 - 1,500,000 USD|1,202,500 USD|images/henri_matisse/bff2127481e59285c6f044747b4daa2b.jpg
487|2D|1908|Pencil|Paper|Yes|12.13 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0f3e18aafc13e458cc7572c76fe618c1.jpg|Nu debout|HENRI MATISSE|Nov 8, 2012|30,000 - 40,000 USD|32,500 USD|images/henri_matisse/0f3e18aafc13e458cc7572c76fe618c1.jpg
488|2D|1941|Pen, India Ink|Paper|Yes|8 x 10.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/562dbba4091500b61ba5a4c7e4f114e0.jpg|Tête de femme|HENRI MATISSE|Nov 8, 2012|25,000 - 35,000 USD|55,000 USD|images/henri_matisse/562dbba4091500b61ba5a4c7e4f114e0.jpg
489|2D|1919|Oil|Canvasboard|Yes|12.75 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b952b811e0aab41ab35281cc61b2db20.jpg|Femme auprès de la fenêtre|HENRI MATISSE|Nov 7, 2012|600,000 - 900,000 USD|1,022,500 USD|images/henri_matisse/b952b811e0aab41ab35281cc61b2db20.jpg
490|2D|1918|Pen, Ink, Gouache|Paper|Yes|14.375 x 10.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4bea76857392dcd91a894b0a68ca12c3.jpg|FEMME ÉCRIVANT|HENRI MATISSE|Nov 7, 2012|150,000 - 200,000 USD|Unsold|images/henri_matisse/4bea76857392dcd91a894b0a68ca12c3.jpg
491|2D|1947|Charcoal|Paper|Yes|14.75 x 18.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3e69e93ae704dfd5e9f07e76252c1760.jpg|FEMMES LISANT|HENRI MATISSE|Nov 7, 2012|150,000 - 200,000 USD|Unsold|images/henri_matisse/3e69e93ae704dfd5e9f07e76252c1760.jpg
492|2D|1915|Brush, Ink|Paper|Yes|22.25 x 17.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/353f39a322d445ce303c95e9e405dfbc.jpg|Femme accoudée|HENRI MATISSE|Jun 21, 2012|78,505 - 109,907 USD|96,168 USD|images/henri_matisse/353f39a322d445ce303c95e9e405dfbc.jpg
493|2D||Pen, India Ink|Paper|Yes|16.13 x 20.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a497ee3173ae43a5c3c3a42a247a5504.jpg|Nature morte aux fleurs et citrons|HENRI MATISSE|Jun 21, 2012|125,608 - 188,412 USD|152,692 USD|images/henri_matisse/a497ee3173ae43a5c3c3a42a247a5504.jpg
494|2D|1919|Pen, India Ink|Paper|Yes|14.75 x 11 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/80a0bad2cbe837c5139e2b93a9c1052d.jpg|Portrait de femme|HENRI MATISSE|Jun 21, 2012|54,953 - 70,654 USD|62,254 USD|images/henri_matisse/80a0bad2cbe837c5139e2b93a9c1052d.jpg
495|2D|1947|Conte crayon|Paper|Yes|20.88 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b4499df4ede76064738fce6082627ccb.jpg|Portrait de femme|HENRI MATISSE|Jun 21, 2012|188,412 - 282,618 USD|228,057 USD|images/henri_matisse/b4499df4ede76064738fce6082627ccb.jpg
496|2D|1931|Pen, India Ink, Pencil|Paper|Yes|12.5 x 9.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9dda85d76824ac171a2556fdabb1ff10.jpg|Quatre odalisques|HENRI MATISSE|Jun 21, 2012|188,412 - 282,618 USD|246,898 USD|images/henri_matisse/9dda85d76824ac171a2556fdabb1ff10.jpg
497|2D||Oil|Canvas Board|Yes|33 x 40.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bae4f6ee2829389cbd5fc3fb9530158d.jpg|FEMME À L'OMBRELLE ROSE|HENRI MATISSE|Jun 20, 2012|283,716 - 394,050 USD|Unsold|images/henri_matisse/bae4f6ee2829389cbd5fc3fb9530158d.jpg
498|2D|1906|Brush, India Ink|Paper|Yes|13.75 x 10.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e6697fa74821fee7c4c5882e68f4f152.jpg|Portrait de Marguerite|HENRI MATISSE|Jun 20, 2012|945,720 - 1,260,960 USD|1,512,600 USD|images/henri_matisse/e6697fa74821fee7c4c5882e68f4f152.jpg
499|2D|1952|Encre de Chine|Papier|Unknown|64.6 x 49.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ced9fc3564bebc49437ef58d365fb098.jpg|TÊTE  DE  FEMME|HENRI MATISSE|May 30, 2012|310,950 - 435,330 USD|388,998 USD|images/henri_matisse/ced9fc3564bebc49437ef58d365fb098.jpg
500|2D|1898|Huile|Toile|Yes|38.3 x 46.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6eb6e2a1f4a231d01c16a62da0f69bcb.jpg|Paysage de Corse|HENRI MATISSE|May 22, 2012|229,824 - 319,200 USD|154,492 USD|images/henri_matisse/6eb6e2a1f4a231d01c16a62da0f69bcb.jpg
501|2D|1895|Oil|Canvas|Yes|13 x 16.25 inch|https://artbnk-art-images.s3.amazonaws.com/7d47c4644cddb16f4639c850cfe8394f.jpg|LE PONT|HENRI MATISSE|May 3, 2012|120,000 - 180,000 USD|182,500 USD|images/henri_matisse/7d47c4644cddb16f4639c850cfe8394f.jpg
502|2D|1940|Charcoal|Paper|Yes|22.125 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0999a9e07bf19b7cc00e42c7cc8bc022.jpg|NÉZY (GRAND FIGURE)|HENRI MATISSE|May 3, 2012|250,000 - 350,000 USD|Unsold|images/henri_matisse/0999a9e07bf19b7cc00e42c7cc8bc022.jpg
503|2D|1936|Charcoal, Estompe|Paper|Yes|20.625 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1decab98ebc5f967c1db9248fcd4354d.jpg|NU AU TABOURET|HENRI MATISSE|May 3, 2012|200,000 - 300,000 USD|362,500 USD|images/henri_matisse/1decab98ebc5f967c1db9248fcd4354d.jpg
504|2D|1921|Pen, India Ink, Pencil|Paper|Yes|9.5 x 7.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/048cbc660b454911d31c7cedb019ff41.jpg|A Marie des jardins|HENRI MATISSE|May 2, 2012|30,000 - 50,000 USD|25,000 USD|images/henri_matisse/048cbc660b454911d31c7cedb019ff41.jpg
505|2D|1927|Charcoal|Paper|Yes|24.75 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0258476516418d8fd304713e5e522541.jpg|ÉTUDE POUR FIGURE DÉCORATIVE SUR FOND ORNEMENTAL|HENRI MATISSE|May 2, 2012|2,500,000 - 3,500,000 USD|2,882,500 USD|images/henri_matisse/0258476516418d8fd304713e5e522541.jpg
