|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
21|2D||Oil|Canvas|Yes|18 x 24 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8053e9c6cb9b5d04aa939c3b7e0a2154.jpg|The fishermen's return|ANDREAS ACHENBACH|Mar 21, 2002|3,566 - 4,993 USD|6,370 USD|images/andreas_achenbach/8053e9c6cb9b5d04aa939c3b7e0a2154.jpg|
0|2D|1996|Acrylic|Canvas|Yes|48 x 52 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6b360e0a156740041eebd2b6f3bdc5a3.jpg|Untitled|GUSTAVO ACOSTA|May 29, 2019|6,000 - 8,000 USD|10,625 USD|images/gustavo_acosta/6b360e0a156740041eebd2b6f3bdc5a3.jpg|
1|2D|1996|Acrylic|Canvas|Yes|50.25 x 55 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/23440ea79e6ca9d8f7a78dfb8838394c.jpg|El estimulo y lo posible|GUSTAVO ACOSTA|Jun 25, 2014|5,000 - 7,000 USD|3,500 USD|images/gustavo_acosta/23440ea79e6ca9d8f7a78dfb8838394c.jpg|
0|2D||Oil|Canvas|Yes|60 x 73 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bfb6678197b702c2baa9c8838451f23a.jpg|Paysage|ALEXANDRE ALTMANN|Jul 9, 2020|4,527 - 5,659 USD|Unsold|images/alexandre_altmann/bfb6678197b702c2baa9c8838451f23a.jpg|
1|2D||Oil|Canvas|Yes|43.75 x 34.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/113f982d19078f209b5d282ee77e35ec.jpg|FRESH FALLEN SNOW|ALEXANDRE ALTMANN|Mar 13, 2013|30,000 - 40,000 USD|Unsold|images/alexandre_altmann/113f982d19078f209b5d282ee77e35ec.jpg|
2|2D|1919|Oil|Canvas|Yes|32 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f77f74a305601a349fd82a1ec6e250cf.jpg|GARDEN IN WINTER|ALEXANDRE ALTMANN|Mar 13, 2013|20,000 - 30,000 USD|Unsold|images/alexandre_altmann/f77f74a305601a349fd82a1ec6e250cf.jpg|
3|2D||Oil|Canvas|Yes|31.625 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c4e6c5454020e0ab4c61b9825fea8629.jpg|BORD DE RIVIÈRE EN ÉTÉ|ALEXANDRE ALTMANN|Oct 4, 2012|25,000 - 35,000 USD|33,750 USD|images/alexandre_altmann/c4e6c5454020e0ab4c61b9825fea8629.jpg|
4|2D||Oil|Canvas|Yes|18 x 24 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a6991f7cee0d0bf22078f7def5dc6490.jpg|DANS LE PARC|ALEXANDRE ALTMANN|Oct 4, 2012|12,000 - 18,000 USD|17,500 USD|images/alexandre_altmann/a6991f7cee0d0bf22078f7def5dc6490.jpg|
5|2D||Oil|Canvas|Yes|21.625 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/06ae5e005fc51bf0e9564c2ea4d9e368.jpg|NATURE MORTE AUX FLEURS|ALEXANDRE ALTMANN|Oct 4, 2012|8,000 - 12,000 USD|16,250 USD|images/alexandre_altmann/06ae5e005fc51bf0e9564c2ea4d9e368.jpg|
6|2D||Oil|Canvas|Yes|32 x 39.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d7524abffad58f6d6add51d2c8415250.jpg|PÊCHEUR AU BORD DU CANAL|ALEXANDRE ALTMANN|Oct 4, 2012|15,000 - 25,000 USD|18,750 USD|images/alexandre_altmann/d7524abffad58f6d6add51d2c8415250.jpg|
7|2D||Oil|Canvas|Yes|25.625 x 31.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d4b84687af36e0d1d9ab79f1b1bd8d9d.jpg|VILLAGE SOUS LA NIEGE|ALEXANDRE ALTMANN|Oct 4, 2012|12,000 - 18,000 USD|15,000 USD|images/alexandre_altmann/d4b84687af36e0d1d9ab79f1b1bd8d9d.jpg|
8|2D||Oil|Canvas|Yes|44.75 x 57.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7c4495660a3e989b8a1d5e5b35c72b46.jpg|LE GRAND ARBRE AU BORD DE LA MER|ALEXANDRE ALTMANN|Nov 3, 2011|30,000 - 40,000 USD|68,500 USD|images/alexandre_altmann/7c4495660a3e989b8a1d5e5b35c72b46.jpg|
9|2D|1911|Oil|Canvas|Yes|45.75 x 35 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7515a3762b27ab2851f7959c0f161415.jpg|VUE DE ST. TROPEZ|ALEXANDRE ALTMANN|Nov 3, 2011|40,000 - 60,000 USD|98,500 USD|images/alexandre_altmann/7515a3762b27ab2851f7959c0f161415.jpg|
10|2D||Oil|Canvas|Yes|36.25 x 29 inch|https://artbnk-art-images.s3.amazonaws.com/8639e458d5344149f8b9c738cb2aaa0e.jpg|MAISONS EN BORD DE RIVIERE|ALEXANDRE ALTMANN|Oct 11, 2011|25,000 - 35,000 USD|34,375 USD|images/alexandre_altmann/8639e458d5344149f8b9c738cb2aaa0e.jpg|
11|2D||Oil|Canvas|Yes|25.5 x 31.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/90459dbf2e1a3931290503d9f21bd62d.jpg|MAISONS AU BORD DE L'ETANG|ALEXANDRE ALTMANN|Oct 7, 2010|20,000 - 30,000 USD|25,000 USD|images/alexandre_altmann/90459dbf2e1a3931290503d9f21bd62d.jpg|
12|2D||Oil|Canvas|Yes|23.75 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|La maison du bonheur|ALEXANDRE ALTMANN|Apr 21, 2010|7,694 - 10,772 USD|14,427 USD|images/alexandre_altmann/beac2092aad7c91227aeb0a9e23c1418.jpg|
13|2D||Oil|Canvas|Yes|28.5 x 36.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Maison entre les arbres|ALEXANDRE ALTMANN|Mar 10, 2010|12,000 - 18,000 USD|23,750 USD|images/alexandre_altmann/beac2092aad7c91227aeb0a9e23c1418.jpg|
14|2D||Oil|Canvas|Yes|21.25 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Marché aux fleurs|ALEXANDRE ALTMANN|Mar 10, 2010|7,000 - 10,000 USD|18,750 USD|images/alexandre_altmann/beac2092aad7c91227aeb0a9e23c1418.jpg|
15|2D||Oil|Canvas|Yes|31.5 x 39.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Pêcheur au bord du canal|ALEXANDRE ALTMANN|Mar 10, 2010|10,000 - 15,000 USD|36,250 USD|images/alexandre_altmann/beac2092aad7c91227aeb0a9e23c1418.jpg|
16|2D||Oil|Canvas|Yes|114 x 146.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f7d3b3e6ec603ebf365705577472b4e5.jpg|INTÉRIEUR AU DIVAN BLEU ET AUX COUSSINS|ALEXANDRE ALTMANN|Jun 24, 2009|35,072 - 49,101 USD|78,492 USD|images/alexandre_altmann/f7d3b3e6ec603ebf365705577472b4e5.jpg|
17|2D||Oil|Canvas|Yes|23.5 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a57b4f3ebd164010fe511fd063ebfa5e.jpg|PATH THROUGH THE GARDEN|ALEXANDRE ALTMANN|Apr 22, 2009|10,000 - 15,000 USD|40,625 USD|images/alexandre_altmann/a57b4f3ebd164010fe511fd063ebfa5e.jpg|
18|2D||Oil|Canvas|Yes|28.75 x 36.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e181e9e8cbb03035e5b0fafb3f5c1d24.jpg|WISTERIA GARDEN|ALEXANDRE ALTMANN|Apr 22, 2009|10,000 - 15,000 USD|43,750 USD|images/alexandre_altmann/e181e9e8cbb03035e5b0fafb3f5c1d24.jpg|
19|2D||Oil|Canvas|Yes|23.5 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0c32560ea56a6bcf9d5c924faab32d68.jpg|THE FLORIST SHOP|ALEXANDRE ALTMANN|Apr 16, 2008|30,000 - 50,000 USD|127,000 USD|images/alexandre_altmann/0c32560ea56a6bcf9d5c924faab32d68.jpg|
20|2D||Oil|Canvas|Yes|31.75 x 25.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2b1e4480478b64de39500b156e5c1cd9.jpg|CHRYSANTHEMUMS|ALEXANDRE ALTMANN|Feb 13, 2008|15,000 - 20,000 USD|73,000 USD|images/alexandre_altmann/2b1e4480478b64de39500b156e5c1cd9.jpg|
21|2D||Oil|Canvas|Yes|25.625 x 31.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/553783398a5274015481f49fb4fed7e4.jpg|The Weir|ALEXANDRE ALTMANN|Nov 28, 2007|30,991 - 41,322 USD|58,058 USD|images/alexandre_altmann/553783398a5274015481f49fb4fed7e4.jpg|
22|2D|1911|Oil|Canvas|Yes|116 x 89 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8d1d9820665d58f16691387af430f981.jpg|VUE DE ST TROPEZ|ALEXANDRE ALTMANN|Jun 20, 2007|39,860 - 59,790 USD|83,706 USD|images/alexandre_altmann/8d1d9820665d58f16691387af430f981.jpg|
23|2D||Oil|Canvas|Yes|100 x 80 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5db2b51d45dd1c8b10f57228595ef02b.jpg|Portrait of a seated lady|ALEXANDRE ALTMANN|Dec 7, 2006|19,945 - 26,594 USD|35,104 USD|images/alexandre_altmann/5db2b51d45dd1c8b10f57228595ef02b.jpg|
24|2D||Huile|Toile|Yes|79.6 x 80 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fc65b9ad03d3526c366b0ddd5f495db2.jpg|Les arbres devant le pont|ALEXANDRE ALTMANN|Dec 1, 2006|10,595 - 15,892 USD|23,044 USD|images/alexandre_altmann/fc65b9ad03d3526c366b0ddd5f495db2.jpg|
25|2D|1924|Huile|Toile|Yes|81.5 x 100.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ef547b253bf905e12eb069a920c03ca4.jpg|Vue du Gave du Lourdes|ALEXANDRE ALTMANN|Dec 1, 2006|13,244 - 19,866 USD|19,071 USD|images/alexandre_altmann/ef547b253bf905e12eb069a920c03ca4.jpg|
26|2D||Oil|Canvas|Yes|73.5 x 92 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d1fbc0ce13a31cd900b082d2671994b9.jpg|Le Loing, France|ALEXANDRE ALTMANN|May 30, 2006|7,703 - 10,271 USD|23,110 USD|images/alexandre_altmann/d1fbc0ce13a31cd900b082d2671994b9.jpg|
27|2D||Huile|Toile|Yes|54 x 64 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f32c89e8dd7cf7389a3a3957755334dc.jpg|Au Bord de la rivière|ALEXANDRE ALTMANN|May 24, 2006|6,425 - 8,995 USD|21,589 USD|images/alexandre_altmann/f32c89e8dd7cf7389a3a3957755334dc.jpg|
28|2D||Huile|Toile|Yes|64.4 x 53.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/035fd3b8c4ea894e21d1d7539637ade6.jpg|La Rivière en automne|ALEXANDRE ALTMANN|May 24, 2006|8,995 - 11,565 USD|17,734 USD|images/alexandre_altmann/035fd3b8c4ea894e21d1d7539637ade6.jpg|
29|2D|1914|Oil|Canvas|Yes|31.875 x 25.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/55685e54a0d4cb0ef887a1440cfa073a.jpg|Le pré au bord de la rivière|ALEXANDRE ALTMANN|Apr 20, 2006|15,000 - 20,000 USD|31,200 USD|images/alexandre_altmann/55685e54a0d4cb0ef887a1440cfa073a.jpg|
30|2D||Oil|Canvas|Yes|28.75 x 39.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/076f28c7a84810827f7ced18618b9967.jpg|St. Tropez|ALEXANDRE ALTMANN|Apr 5, 2006|8,751 - 12,251 USD|17,852 USD|images/alexandre_altmann/076f28c7a84810827f7ced18618b9967.jpg|
31|2D|1911|Oil|Canvas|Yes|46 x 35 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9a2e8032440f92473710a2ea271ae45e.jpg|Vue de St. Tropez|ALEXANDRE ALTMANN|Apr 5, 2006|17,502 - 26,253 USD|31,503 USD|images/alexandre_altmann/9a2e8032440f92473710a2ea271ae45e.jpg|
32|2D||Oil|Canvas|Yes|29 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/80fdc9f73d06cfaad4c1287b66ecffda.jpg|LES ARBRES JAUNES|ALEXANDRE ALTMANN|Mar 16, 2006|15,000 - 20,000 USD|33,000 USD|images/alexandre_altmann/80fdc9f73d06cfaad4c1287b66ecffda.jpg|
33|2D||Oil|Canvas|Yes|28.75 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d4710ee496501f6922efefe0e6534ca6.jpg|LANDSCAPE BY THE WATER'S EDGE|ALEXANDRE ALTMANN|Apr 23, 2004|18,000 - 25,000 USD|51,000 USD|images/alexandre_altmann/d4710ee496501f6922efefe0e6534ca6.jpg|
34|2D||Oil|Canvas|Yes|31.875 x 39.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9292358a95eeeb2ba94954a41ed6e1be.jpg|PORT DU MIDI AVEC FLEURS ET BATEAUX|ALEXANDRE ALTMANN|Apr 23, 2004|15,000 - 20,000 USD|45,000 USD|images/alexandre_altmann/9292358a95eeeb2ba94954a41ed6e1be.jpg|
35|2D|1911|Oil|Canvas|Yes|23.75 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ed402b730c667ebf5c2212111ae97c15.jpg|Au bord de la mer; and La côte|ALEXANDRE ALTMANN|Mar 21, 2002|2,853 - 4,280 USD|4,358 USD|images/alexandre_altmann/ed402b730c667ebf5c2212111ae97c15.jpg|
36|2D||Oil|Canvas|Yes|28.75 x 36.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1eebfbbf6b3e42e59e5c27429f09e7e4.jpg|A Walk in the Forest|ALEXANDRE ALTMANN|Oct 12, 2000|4,381 - 5,842 USD|5,491 USD|images/alexandre_altmann/1eebfbbf6b3e42e59e5c27429f09e7e4.jpg|
0|2D||Oil|Canvas|Yes|22 x 29 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/79c988673f526b50a1d2be13f4b2cd1e.jpg|Mediterranean Landscape with Village and Monatery|OSWALD ACHENBACH|May 27, 2020|5,000 - 7,000 USD|5,376 USD|images/oswald_achenbach/79c988673f526b50a1d2be13f4b2cd1e.jpg|
1|2D|1849|Oil|Canvas|Yes|33.5 x 28.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e245b8089441b861fa90010886d8e8a2.jpg|In the Albanian mountains.|OSWALD ACHENBACH|Nov 27, 2019|8,887 - 13,330 USD|11,109 USD|images/oswald_achenbach/e245b8089441b861fa90010886d8e8a2.jpg|
2|2D|1883|Oil|Canvas|Yes|60 x 52 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f1172023afd901d90c17fcae0d7b3b5c.jpg|The Amalfi Coast with the steps to the Capuchin Monastery.|OSWALD ACHENBACH|Nov 27, 2019|11,109 - 16,663 USD|18,052 USD|images/oswald_achenbach/f1172023afd901d90c17fcae0d7b3b5c.jpg|
3|2D|1843|Oil|Paper, Cardboard , Panel|Yes|18.8 x 32.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/83c12fc6c71e8fb3d33c9b7dc3df34f9.jpg|Baumstumpf am Gebirgssee.|OSWALD ACHENBACH|May 29, 2019|3,365 - 4,487 USD|Unsold|images/oswald_achenbach/83c12fc6c71e8fb3d33c9b7dc3df34f9.jpg|
4|2D||Oil|Canvas|Yes|85 x 82 x 32 cm||BATHING FIGURES ON THE ROCKS, ITALY|OSWALD ACHENBACH|Jan 17, 2019|8,831 - 12,617 USD|11,039 USD||
5|2D||Oil|Canvas|Yes|64.5 x 89 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/96d7edce69a2ed3814735fb8f3b1a941.jpg|View of Ischia with the Aragonese castle|OSWALD ACHENBACH|Mar 14, 2018|0 - 0 USD|37,836 USD|images/oswald_achenbach/96d7edce69a2ed3814735fb8f3b1a941.jpg|
6|2D||Oil|Canvas|Yes|138 x 196 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc5d2d33103704148675c0c846c097f0.jpg|THE BAY OF NAPLES, VESUVIUS BEYOND|OSWALD ACHENBACH|May 25, 2016|73,400 - 102,760 USD|Unsold|images/oswald_achenbach/dc5d2d33103704148675c0c846c097f0.jpg|
7|2D||Oil|Panel|Yes|36.5 x 46 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0ea7eef198f633922485e8c4cef2dff1.jpg|THE GREAT ST BERNARD INN, IN THE ALPS|OSWALD ACHENBACH|Dec 10, 2014|12,552 - 18,829 USD|29,420 USD|images/oswald_achenbach/0ea7eef198f633922485e8c4cef2dff1.jpg|
8|2D|1876|Oil|Canvas|Unknown|128 x 109.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/06828422cb8f4ec5667161785a0ac26a.jpg|Fontana di Trevi.|OSWALD ACHENBACH|May 28, 2014|19,051 - 24,494 USD|78,246 USD|images/oswald_achenbach/06828422cb8f4ec5667161785a0ac26a.jpg|
9|2D|1879|Oil|Canvas|Yes|35 x 29 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2ffc3f0386020d402ed57f01ecfaba7b.jpg|GOING TO MARKET|OSWALD ACHENBACH|May 4, 2012|30,000 - 40,000 USD|30,000 USD|images/oswald_achenbach/2ffc3f0386020d402ed57f01ecfaba7b.jpg|
10|2D||Oil|Canvas|Yes|44 x 58 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5bde7dcfd4fe1b952551dbf4355a010b.jpg|DIE AMALFIKÜSTE (THE AMALFI COAST)|OSWALD ACHENBACH|Jun 2, 2010|14,659 - 21,989 USD|15,575 USD|images/oswald_achenbach/5bde7dcfd4fe1b952551dbf4355a010b.jpg|
11|2D|1883|Oil|Canvas|Yes|132 x 110.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/53994ae7e3efccd64922635dc96529dd.jpg|The entrance of a convent at the gulf of Sorrento|OSWALD ACHENBACH|Oct 13, 2009|22,296 - 29,728 USD|65,698 USD|images/oswald_achenbach/53994ae7e3efccd64922635dc96529dd.jpg|
12|2D||Oil|Canvas|Yes|79.5 x 112 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a69cda8167b8ec7e6246bfe16be76ed4.jpg|Young woman resting on a sunlit path|OSWALD ACHENBACH|Oct 13, 2009|22,296 - 29,728 USD|37,160 USD|images/oswald_achenbach/a69cda8167b8ec7e6246bfe16be76ed4.jpg|
13|2D||Oil|Canvas|Yes|40.2 x 60.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c4d3e6e11a88af07857a5f91a181e49e.jpg|IN DER BUCHT VON NEAPEL (THE BAY OF NAPLES, VESUVIUS BEYOND)|OSWALD ACHENBACH|Jun 3, 2009|24,788 - 33,051 USD|Unsold|images/oswald_achenbach/c4d3e6e11a88af07857a5f91a181e49e.jpg|
14|2D||Oil|Canvas|Yes|45.5 x 63.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/40b13bdcd820ad9d446c6d8433fe11dd.jpg|THE BAY OF NAPLES|OSWALD ACHENBACH|Nov 12, 2008|22,834 - 30,445 USD|28,543 USD|images/oswald_achenbach/40b13bdcd820ad9d446c6d8433fe11dd.jpg|
15|2D||Oil|Panel|Yes|23 x 34.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/38510008e04aaf2e16ef59d9e6ef438f.jpg|PYRAMID OF CESTIUS|OSWALD ACHENBACH|Oct 28, 2008|6,279 - 9,419 USD|Unsold|images/oswald_achenbach/38510008e04aaf2e16ef59d9e6ef438f.jpg|
16|2D||Oil|Canvas|Yes|77.5 x 100 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c11bbbb207cf8cab231c884b623523b5.jpg|BLICK AUF DEN GOLF VON NEAPEL (VIEW OF THE BAY OF NAPLES)|OSWALD ACHENBACH|May 30, 2008|15,784 - 23,676 USD|23,429 USD|images/oswald_achenbach/c11bbbb207cf8cab231c884b623523b5.jpg|
17|2D||Oil|Canvas|Yes|101 x 151 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aba4ec6492c2552ddfd107c7852f2546.jpg|SORRENTO (VIEW OF SORRENTO)|OSWALD ACHENBACH|May 30, 2008|59,190 - 78,921 USD|119,368 USD|images/oswald_achenbach/aba4ec6492c2552ddfd107c7852f2546.jpg|
18|2D||Oil|Canvas|Yes|27 x 40 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/70ab82a22664346042af29e5c306a6f2.jpg|The Colosseum, Rome|OSWALD ACHENBACH|Jan 23, 2008|29,257 - 39,009 USD|40,765 USD|images/oswald_achenbach/70ab82a22664346042af29e5c306a6f2.jpg|
19|2D||Oil|Canvas|Yes|11.75 x 15.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8c032cc97a7c78ce6f12d8f3a46b9a82.jpg|SUNSET ON THE SHORE|OSWALD ACHENBACH|Oct 23, 2007|15,000 - 20,000 USD|Unsold|images/oswald_achenbach/8c032cc97a7c78ce6f12d8f3a46b9a82.jpg|
20|2D||Huile|Toile|Yes|53 x 72 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3675764381fd7292d9426f96e94ef916.jpg|VUE DE NAPLES AU SOLEIL COUCHANT|OSWALD ACHENBACH|Jun 19, 2007|40,209 - 53,612 USD|82,026 USD|images/oswald_achenbach/3675764381fd7292d9426f96e94ef916.jpg|
21|2D|1891|Oil|Canvas|Yes|70 x 100 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3eef891dac88447645b4595d656d1a4f.jpg|Passing through The Arch of Titus on the Via Sacra, Rome|OSWALD ACHENBACH|Apr 25, 2007|54,596 - 81,894 USD|122,841 USD|images/oswald_achenbach/3eef891dac88447645b4595d656d1a4f.jpg|
22|2D|1883|Oil|Canvas|Yes|74 x 101 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5ad23d65d7a581ebdf047e4a52b445c3.jpg|Pilgrims on the Via Cassia, Rome|OSWALD ACHENBACH|Apr 25, 2007|47,771 - 75,069 USD|98,272 USD|images/oswald_achenbach/5ad23d65d7a581ebdf047e4a52b445c3.jpg|
23|2D||Oil|Canvas|Yes|134 x 110 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2a6a1e82e6081d13b7d0bdd3b56fbb64.jpg|A procession in Palestrina, Italy|OSWALD ACHENBACH|Apr 26, 2006|24,850 - 37,275 USD|47,712 USD|images/oswald_achenbach/2a6a1e82e6081d13b7d0bdd3b56fbb64.jpg|
24|2D||Oil|Canvas|Yes|80 x 116.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/88f9e62d78523101cac8ccb0d9c0aa6d.jpg|Messe in der Römischen Campagna: in the Italian countryside|OSWALD ACHENBACH|Apr 26, 2006|12,425 - 18,637 USD|17,892 USD|images/oswald_achenbach/88f9e62d78523101cac8ccb0d9c0aa6d.jpg|
25|2D||Oil|Canvas|Yes|10 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/97d43f3e70deadc9f7089bccf8cfdf57.jpg|SUNSET IN THE BAY OF NAPLES|OSWALD ACHENBACH|Jan 28, 2006|12,000 - 18,000 USD|13,200 USD|images/oswald_achenbach/97d43f3e70deadc9f7089bccf8cfdf57.jpg|
26|2D|1847|Oil|Canvas|Yes|20.5 x 32 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ceb1d7386dede7ce095cec40fedeb0ec.jpg|Calm autumn day by a lake, hills in the distance|OSWALD ACHENBACH|Jan 25, 2006|2,212 - 2,704 USD|2,655 USD|images/oswald_achenbach/ceb1d7386dede7ce095cec40fedeb0ec.jpg|
27|2D|1865|Oil|Canvas|Yes|39.25 x 59 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d7564f44b4dbf1a5000cef6288abf222.jpg|Figures on a Track in an Italian Coastal Landscape|OSWALD ACHENBACH|Oct 27, 2004|40,000 - 60,000 USD|35,850 USD|images/oswald_achenbach/d7564f44b4dbf1a5000cef6288abf222.jpg|
28|2D||Oil|Canvas|Yes|71 x 99.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d0a7666a8a279e9f3fbe80a977a9edb3.jpg|Sunset over Napels|OSWALD ACHENBACH|Oct 26, 2004|51,136 - 76,704 USD|58,052 USD|images/oswald_achenbach/d0a7666a8a279e9f3fbe80a977a9edb3.jpg|
29|2D|1875|Oil|Canvas|Yes|91 x 135 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/67b74fd462c33bcdfab2b5bd26bb067e.jpg|An evening stroll on the road to Castel Gandolfo, Italy|OSWALD ACHENBACH|Oct 23, 2002|24,437 - 34,212 USD|26,866 USD|images/oswald_achenbach/67b74fd462c33bcdfab2b5bd26bb067e.jpg|
30|2D||Watercolor, Gouache|Paper|Yes|16 x 13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7adc99cc5f2aacac3a9291c98b704eb7.jpg|In the park|OSWALD ACHENBACH|Oct 30, 2001|1,000 - 1,500 USD|588 USD|images/oswald_achenbach/7adc99cc5f2aacac3a9291c98b704eb7.jpg|
31|2D||Oil|Canvas|Yes|100 x 151 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/309a2dc506844b8c8923c820a3eb04aa.jpg|A Punch and Judy show on a beach along the shore of Naples, the Vesuvius in the distance|OSWALD ACHENBACH|Oct 23, 2001|48,878 - 66,652 USD|57,432 USD|images/oswald_achenbach/309a2dc506844b8c8923c820a3eb04aa.jpg|
32|2D|1886|Oil|Canvas|Yes|17.25 x 23.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f28ce3277d2831c43ba5c10ff353a6f0.jpg|The bay of Naples|OSWALD ACHENBACH|Apr 5, 2001|11,486 - 17,230 USD|20,245 USD|images/oswald_achenbach/f28ce3277d2831c43ba5c10ff353a6f0.jpg|
0|2D||Oil|Panel|Unknown|45.1 x 35.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/17b8240eb196ea396c26f192c698d9a9.jpg|Portrait of a gentleman, bust-length, in black costume|HANS VON AACHEN|Apr 27, 2016|0 - 0 USD|10,029 USD|images/hans_von_aachen/17b8240eb196ea396c26f192c698d9a9.jpg|
1|2D||Oil|Copper|Unknown|13 x 18.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/534a694295442c4e1beef72c44095ce7.jpg|The Crucifixion with the two thieves|HANS VON AACHEN|Jul 5, 2013|14,971 - 22,456 USD|16,842 USD|images/hans_von_aachen/534a694295442c4e1beef72c44095ce7.jpg|
2|2D||Oil|Canvas|Unknown|20.75 x 17.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/47ab331eb23f99928976b7bc5fa8cdb2.jpg|Untitled|HANS VON AACHEN|Feb 1, 2013|70,000 - 90,000 USD|Unsold|images/hans_von_aachen/47ab331eb23f99928976b7bc5fa8cdb2.jpg|
