|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
39|2D||Oil|Panel|Unknown|22.5 x 18.3 cm||Portrait of a man|REMBRANDT HARMENSZOON VAN RIJN|May 2, 2012|0 - 0 USD|3,051 USD||
40|2D||Oil||No|24.375 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3fafc70858bc000414768e760658d1ce.jpg|Copy of A Rabbi with a Cap|REMBRANDT HARMENSZOON VAN RIJN|Mar 31, 2012|1,000 - 1,500 USD|26,070 USD|images/rembrandt_harmenszoon_van_rijn/3fafc70858bc000414768e760658d1ce.jpg|
41|2D||Oil|Canvas|Unknown|41.4 x 32.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/080f659e39b08c48b190b8bb44edd53f.jpg|Portrait of an elderly man|REMBRANDT HARMENSZOON VAN RIJN|Mar 28, 2012|0 - 0 USD|932 USD|images/rembrandt_harmenszoon_van_rijn/080f659e39b08c48b190b8bb44edd53f.jpg|
42|2D||Oil|Board|Unknown|21 x 16.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ce313bd283128d8b48355291313db054.jpg|A pair of oval portraits|REMBRANDT HARMENSZOON VAN RIJN|Mar 14, 2012|0 - 0 USD|813 USD|images/rembrandt_harmenszoon_van_rijn/ce313bd283128d8b48355291313db054.jpg|
43|2D||Oil|Panel|Unknown|56 x 45 cm||Portrait of a young woman|REMBRANDT HARMENSZOON VAN RIJN|Mar 14, 2012|0 - 0 USD|847 USD||
44|2D||Oil|Canvas|Unknown|29 x 24 inch||King David in contemplation|REMBRANDT HARMENSZOON VAN RIJN|Mar 6, 2012|2,369 - 3,159 USD|5,924 USD||
45|2D||Oil|Canvas|Unknown|||Man in oriental costume|REMBRANDT HARMENSZOON VAN RIJN|Mar 6, 2012|3,159 - 4,739 USD|1,974 USD||
46|2D||Oil|Board|Unknown|19 x 14 cm||Portrait of a man holding a clay pipe|REMBRANDT HARMENSZOON VAN RIJN|Feb 29, 2012|0 - 0 USD|339 USD||
47|2D||Oil|Canvas|Unknown|59 x 49.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aa4c064b0981242a1fac2ce06b074d41.jpg|Portrait|REMBRANDT HARMENSZOON VAN RIJN|Feb 15, 2012|0 - 0 USD|644 USD|images/rembrandt_harmenszoon_van_rijn/aa4c064b0981242a1fac2ce06b074d41.jpg|
48|2D||Oil|Canvas|Unknown|26.125 x 21.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fe6e2367bf35257ddfb2b6afcb9481ad.jpg|"Portrait
 of a gentleman, half-length, wearing a black cap, white ruff and 
fur-lined red robe, seated at a desk reading a manuscript"|REMBRANDT HARMENSZOON VAN RIJN|Nov 2, 2011|1,281 - 1,922 USD|1,401 USD|images/rembrandt_harmenszoon_van_rijn/fe6e2367bf35257ddfb2b6afcb9481ad.jpg|
49|2D||Oil|Canvas|Unknown|77.6 x 63.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/57445b3df276def92ef2b18cc6029556.jpg|PORTRAIT OF THE ARTIST|REMBRANDT HARMENSZOON VAN RIJN|Oct 27, 2011|12,815 - 19,223 USD|175,014 USD|images/rembrandt_harmenszoon_van_rijn/57445b3df276def92ef2b18cc6029556.jpg|
50|2D||Oil|Canvas|Unknown|41.75 x 33 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d46cb3d9709de829aa4b92ae24a43136.jpg|Portrait of Nicolaes Bambeeck|REMBRANDT HARMENSZOON VAN RIJN|Sep 1, 2011|5,000 - 7,000 USD|2,750 USD|images/rembrandt_harmenszoon_van_rijn/d46cb3d9709de829aa4b92ae24a43136.jpg|
51|2D||Oil|Canvas|No|24.25 x 20.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/30ad3f2a4369c39b34e2086769acddba.jpg|Self-portrait as a Young Man|REMBRANDT HARMENSZOON VAN RIJN|Jul 9, 2011|500 - 700 USD|919 USD|images/rembrandt_harmenszoon_van_rijn/30ad3f2a4369c39b34e2086769acddba.jpg|
52|2D||Oil|Canvas|Unknown|115.4 x 96.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/469adc78ef6b540f72c3aeba2e43d438.jpg|PORTRAIT OF JACOB TRIP (-1661)|REMBRANDT HARMENSZOON VAN RIJN|Apr 14, 2011|4,895 - 8,159 USD|5,099 USD|images/rembrandt_harmenszoon_van_rijn/469adc78ef6b540f72c3aeba2e43d438.jpg|
53|2D||Oil|Panel|Unknown|41.625 x 31.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3e48b1693bb7707d09bfc868188e90e7.jpg|Portrait of a young girl, half-length, in a red dress with fur trim, a buckled corset and fur hat|REMBRANDT HARMENSZOON VAN RIJN|Apr 13, 2011|11,401 - 16,288 USD|12,216 USD|images/rembrandt_harmenszoon_van_rijn/3e48b1693bb7707d09bfc868188e90e7.jpg|
54|2D||Black Chalk|Paper|Unknown|5.875 x 3.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d16f29c1799e995411d490768f6e7482.jpg|A strolling couple: an old man and a woman carrying a market pail|REMBRANDT HARMENSZOON VAN RIJN|Jan 26, 2011|400,000 - 600,000 USD|458,500 USD|images/rembrandt_harmenszoon_van_rijn/d16f29c1799e995411d490768f6e7482.jpg|
55|2D||Oil|Canvas|Unknown|106 x 84 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1f34979ac2251997553923365f873dfc.jpg|Portrait of Nicolaes Bambeeck|REMBRANDT HARMENSZOON VAN RIJN|Nov 9, 2010|6,972 - 9,761 USD|10,458 USD|images/rembrandt_harmenszoon_van_rijn/1f34979ac2251997553923365f873dfc.jpg|
56|2D||Oil|Panel|Unknown|36.5 x 49.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9bddf75b89a188106d8ecd14c596cd3c.jpg|THE CROWNING OF PRIAPUS' PENIS|REMBRANDT HARMENSZOON VAN RIJN|Apr 29, 2010|6,109 - 9,164 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/9bddf75b89a188106d8ecd14c596cd3c.jpg|
57|2D||Oil|Panel|Unknown|42.7 x 34.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/24c06b6c4ad10af4713209dacd19a18a.jpg|A boy in an oriental costume|REMBRANDT HARMENSZOON VAN RIJN|Apr 13, 2010|8,149 - 10,866 USD|27,166 USD|images/rembrandt_harmenszoon_van_rijn/24c06b6c4ad10af4713209dacd19a18a.jpg|
58|2D||Oil|Canvas|Unknown|20.625 x 16.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Head of an old man|REMBRANDT HARMENSZOON VAN RIJN|Mar 9, 2010|897 - 1,196 USD|6,543 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
59|2D||Oil|Canvas|Unknown|42.25 x 33.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Portrait of Nicolaas van Bambeeck, half-length, in black, a glove in his right hand, at a casement|REMBRANDT HARMENSZOON VAN RIJN|Mar 9, 2010|897 - 1,196 USD|2,056 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
60|2D|1658|Oil|Canvas|Yes|42.25 x 34.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d31d994c46bfa2ed92299c68fd9b6656.jpg|Portrait of a man with arms akimbo|REMBRANDT HARMENSZOON VAN RIJN|Dec 8, 2009|29,319,955 - 40,722,160 USD|32,905,542 USD|images/rembrandt_harmenszoon_van_rijn/d31d994c46bfa2ed92299c68fd9b6656.jpg|
61|2D||Oil|Panel|Unknown|22.5 x 19 cm||TRONIE OF A YOUNG BOY, BUST LENGTH, WEARING A BROWN COAT AND A BERET|REMBRANDT HARMENSZOON VAN RIJN|Dec 1, 2009|4,522 - 7,537 USD|24,495 USD||
62|2D||Oil|Panel|Unknown|17.25 x 13.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|The Dormition of the Virgin|REMBRANDT HARMENSZOON VAN RIJN|Jul 10, 2009|2,430 - 4,050 USD|3,037 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
63|2D||Oil||Unknown|34 x 46 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/444f08462aa34a2bb8b722c300a869c0.jpg|JACOB BLESSING EPHRAIM AND MANASSAS|REMBRANDT HARMENSZOON VAN RIJN|Jun 21, 2009|5,000 - 7,000 USD|5,000 USD|images/rembrandt_harmenszoon_van_rijn/444f08462aa34a2bb8b722c300a869c0.jpg|
64|2D||Oil|Panel|Unknown|25.125 x 18.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Democritus|REMBRANDT HARMENSZOON VAN RIJN|Jun 4, 2009|50,000 - 70,000 USD|62,500 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
65|2D||Oil|Panel|Unknown|32 x 24 cm||PORTRAIT OF AN ELDERLY LADY HEAD AND SHOULDERS|REMBRANDT HARMENSZOON VAN RIJN|Apr 22, 2009|5,830 - 8,746 USD|12,754 USD||
66|2D||Oil|Panel|Unknown|66.5 x 51 cm||PORTRAIT OF A YOUNG MAN, HALF LENGTH, WEARING A BROWN PLUMED BERET AND A BROWN COAT WITH A GORGET|REMBRANDT HARMENSZOON VAN RIJN|Nov 11, 2008|19,120 - 25,494 USD|161,568 USD||
67|2D||Oil|Panel|Unknown|70.6 x 54.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/822ae082b591014272469025bf8f16f0.jpg|The Good Samaritan|REMBRANDT HARMENSZOON VAN RIJN|Feb 26, 2008|5,949 - 8,924 USD|6,507 USD|images/rembrandt_harmenszoon_van_rijn/822ae082b591014272469025bf8f16f0.jpg|
68|2D||Oil|Canvas|Unknown|30 x 25.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/932772251dc5316319eefcb0ca8bce69.jpg|Portrait of a girl leaning on a stone ledge|REMBRANDT HARMENSZOON VAN RIJN|Oct 31, 2007|2,071 - 3,107 USD|4,661 USD|images/rembrandt_harmenszoon_van_rijn/932772251dc5316319eefcb0ca8bce69.jpg|
69|2D||Oil|Panel|Unknown|74.5 x 58.5 cm||THE RAISING OF LAZARUS|REMBRANDT HARMENSZOON VAN RIJN|Sep 18, 2007|1,109 - 1,664 USD|1,300 USD||
70|2D||Oil|Canvas|Unknown|22 x 20.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2301ff8fbaf56e83fcc7f36fe6d5d668.jpg|Portrait of an old woman, aged 83|REMBRANDT HARMENSZOON VAN RIJN|Sep 5, 2007|1,206 - 1,608 USD|1,256 USD|images/rembrandt_harmenszoon_van_rijn/2301ff8fbaf56e83fcc7f36fe6d5d668.jpg|
71|2D||Oil|Canvas, Board|Unknown|30.5 x 24.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/037a1fc5b30ca8f8c1b61e2a7ff0dd60.jpg|Portrait of Rembrandt's mother|REMBRANDT HARMENSZOON VAN RIJN|Sep 5, 2007|1,407 - 2,010 USD|1,507 USD|images/rembrandt_harmenszoon_van_rijn/037a1fc5b30ca8f8c1b61e2a7ff0dd60.jpg|
72|2D||Oil|Canvas|Unknown|31.5 x 25.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/070d14021a6ca553a00ca0d2c06220bc.jpg|Alexander the Great|REMBRANDT HARMENSZOON VAN RIJN|Jul 4, 2007|6,049 - 10,082 USD|16,938 USD|images/rembrandt_harmenszoon_van_rijn/070d14021a6ca553a00ca0d2c06220bc.jpg|
73|2D||Red Chalk, Pen, Brown ink, Wash|Light Brown Paper|Unknown|116 x 116 mm||BEARDED OLD MAN LEANING ON A WINDOW SILL|REMBRANDT HARMENSZOON VAN RIJN|Jul 4, 2007|100,821 - 141,150 USD|Unsold||
74|2D||Oil|Canvas|Unknown|20.125 x 17 inch||PORTRAIT OF THE ARTIST IN A BLACK COAT AND HAT|REMBRANDT HARMENSZOON VAN RIJN|Jun 14, 2007|6,000 - 8,000 USD|7,200 USD||
75|2D||Oil|Panel|Unknown|43.5 x 35 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5b179257b17265b1a47ef66209c76530.jpg|THE CRUCIFIXION|REMBRANDT HARMENSZOON VAN RIJN|Apr 24, 2007|3,998 - 5,998 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/5b179257b17265b1a47ef66209c76530.jpg|
76|2D||Oil|Canvas, Wood |Yes|27 x 21 inch||PORTRAIT OF A YOUNG WOMAN WITH A BLACK CAP|REMBRANDT HARMENSZOON VAN RIJN|Jan 26, 2007|3,000,000 - 4,000,000 USD|9,000,000 USD||
77|2D||Oil|Canvas|Yes|36.25 x 29.5 inch||SAINT JAMES THE GREATER|REMBRANDT HARMENSZOON VAN RIJN|Jan 26, 2007|18,000,000 - 25,000,000 USD|25,800,000 USD||
78|2D||Oil|Panel|Unknown|9.5 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/172ac3e01acf90ef43376d95f8c75eb0.jpg|A study of the heads of Mathijs Kalkoen and Jacob de Witt, from Doctor Nicolaas Tulip demonstrating the anatomy of the arm|REMBRANDT HARMENSZOON VAN RIJN|Jan 10, 2007|968 - 1,550 USD|3,720 USD|images/rembrandt_harmenszoon_van_rijn/172ac3e01acf90ef43376d95f8c75eb0.jpg|
79|2D||Oil|Canvas, Panel|Unknown|51.5 x 38.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/98a1848d60cc6ddb0bf950a2b5bbe281.jpg|An old man in oriental costume|REMBRANDT HARMENSZOON VAN RIJN|Dec 6, 2006|1,572 - 2,358 USD|16,508 USD|images/rembrandt_harmenszoon_van_rijn/98a1848d60cc6ddb0bf950a2b5bbe281.jpg|
80|2D||Oil|Canvas|Unknown|113.8 x 90.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/04ab1c1c2684e45e71efd6def8c6d8ca.jpg|Portrait of the artist|REMBRANDT HARMENSZOON VAN RIJN|Sep 20, 2006|1,014 - 1,521 USD|1,977 USD|images/rembrandt_harmenszoon_van_rijn/04ab1c1c2684e45e71efd6def8c6d8ca.jpg|
81|2D||Oil|Panel|Unknown|21.4 x 16.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|PORTRAIT OF A MAN, HALF LENGTH, WEARING A BLACK HAT|REMBRANDT HARMENSZOON VAN RIJN|May 18, 2006|4,000 - 6,000 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/8f8481e6531eb3a73214cdbf050be6d1.jpg|
82|2D||Oil|Panel|Unknown|25.75 x 19.625 inch||THE ARCHANGEL RAPHAEL TAKING LEAVE OF TOBIT|REMBRANDT HARMENSZOON VAN RIJN|May 18, 2006|40,000 - 60,000 USD|78,000 USD||
83|2D||Oil|Panel|Unknown|21 x 14.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9144100c1fce7e0fefa81bfe36b59382.jpg|STUDY OF AN ELDERLY WOMAN IN A WHITE CAP|REMBRANDT HARMENSZOON VAN RIJN|Jan 27, 2006|3,000,000 - 4,000,000 USD|4,272,000 USD|images/rembrandt_harmenszoon_van_rijn/9144100c1fce7e0fefa81bfe36b59382.jpg|
84|2D||Oil|Canvas|Unknown|114 x 90.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/150e2a402bb1a9b138e6c6711e0e507d.jpg|Portrait of the artist|REMBRANDT HARMENSZOON VAN RIJN|Jan 25, 2006|983 - 1,475 USD|3,540 USD|images/rembrandt_harmenszoon_van_rijn/150e2a402bb1a9b138e6c6711e0e507d.jpg|
85|2D||Oil|Canvas|Yes|107.5 x 85 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/92881e2efc849ba4f54860715fe94b00.jpg|"A
 PORTRAIT OF NICOLAAS VAN BAMBEECK (-1661) STANDING HALF-LENGTH IN A 
NICHE WEARING A BLACK HAT A BLACK COAT A LACE COLLAR LACE CUFFS AND 
GLOVES; A PORTRAIT OF HIS WIFE AGATHA BAS (1611-1658) STANDING 
HALF-LENGTH IN A NICHE WEARING A BLACK DRESS WITH LACE COLLAR AND 
CUFFS EARRINGS PEARL JEWELLERY AND HOLDING A FAN"|REMBRANDT HARMENSZOON VAN RIJN|Nov 15, 2005|35,001 - 46,668 USD|91,002 USD|images/rembrandt_harmenszoon_van_rijn/92881e2efc849ba4f54860715fe94b00.jpg|
86|2D||Oil|Canvas|Unknown|60 x 50.3 cm||INTERIOR WITH AN ELDERLY LADY SEATED BESIDE A TABLE HOLDING A BOOK AND A PAIR OF PINCE-NEZ|REMBRANDT HARMENSZOON VAN RIJN|Nov 1, 2005|3,536 - 5,305 USD|Unsold||
87|2D||Oil|Canvas|Unknown|26.875 x 20.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/66ecca703eb6035c574af20440128590.jpg|The Man with the Golden Helmet|REMBRANDT HARMENSZOON VAN RIJN|May 18, 2005|733 - 1,100 USD|1,650 USD|images/rembrandt_harmenszoon_van_rijn/66ecca703eb6035c574af20440128590.jpg|
88|2D||Oil|Canvas|Unknown|191.4 x 161.9 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e961cb0f0fd237ddc86e4056b93d2827.jpg|Christ before Pontius Pilate|REMBRANDT HARMENSZOON VAN RIJN|May 11, 2005|7,729 - 10,305 USD|15,458 USD|images/rembrandt_harmenszoon_van_rijn/e961cb0f0fd237ddc86e4056b93d2827.jpg|
89|2D||Oil|Canvas|Unknown|22 x 33.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/95ef1381a269df79d535fedebc518b32.jpg|The Return from Egypt|REMBRANDT HARMENSZOON VAN RIJN|Apr 22, 2005|9,575 - 15,320 USD|10,341 USD|images/rembrandt_harmenszoon_van_rijn/95ef1381a269df79d535fedebc518b32.jpg|
90|2D||Oil|Canvas|Unknown|39.75 x 30.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/90d1ca47d66e93008ccb7d1da48c0b85.jpg|A man, bust-length, with a beard|REMBRANDT HARMENSZOON VAN RIJN|Feb 23, 2005|1,527 - 2,290 USD|1,832 USD|images/rembrandt_harmenszoon_van_rijn/90d1ca47d66e93008ccb7d1da48c0b85.jpg|
91|2D||Oil|Canvas|Unknown|23.5 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0bf1cc050aa1cb4d6a0dda0b1994b98a.jpg|Self-portrait|REMBRANDT HARMENSZOON VAN RIJN|Feb 23, 2005|1,527 - 2,290 USD|1,832 USD|images/rembrandt_harmenszoon_van_rijn/0bf1cc050aa1cb4d6a0dda0b1994b98a.jpg|
92|2D||Oil|Canvas|Unknown|14.25 x 11.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0f002b1ddf05e9647d25558f73c188d9.jpg|Portrait of a bearded man|REMBRANDT HARMENSZOON VAN RIJN|Feb 2, 2005|1,000 - 1,500 USD|1,320 USD|images/rembrandt_harmenszoon_van_rijn/0f002b1ddf05e9647d25558f73c188d9.jpg|
93|2D||Oil|Canvas, Panel|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|Untitled|REMBRANDT HARMENSZOON VAN RIJN|Oct 28, 2004|3,654 - 5,481 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/8f8481e6531eb3a73214cdbf050be6d1.jpg|
94|2D||Oil|Canvas|Unknown|99.5 x 76 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|A PORTRAIT OF A BEARDED MAN READING|REMBRANDT HARMENSZOON VAN RIJN|Sep 27, 2004|980 - 1,470 USD|1,176 USD|images/rembrandt_harmenszoon_van_rijn/8f8481e6531eb3a73214cdbf050be6d1.jpg|
95|2D||Oil|Canvas|Unknown|29.875 x 25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/89081a7de6539b1c399e5ebcc65fa439.jpg|A bearded man, bust-length, with a black cap, in a fiegned oval|REMBRANDT HARMENSZOON VAN RIJN|Sep 17, 2004|1,256 - 1,795 USD|1,501 USD|images/rembrandt_harmenszoon_van_rijn/89081a7de6539b1c399e5ebcc65fa439.jpg|
96|2D||Oil|Canvas|Unknown|62.4 x 52.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0bd1a0303ae3455dc363f4bed5b7a583.jpg|Self-portrait as a young man with a black beret|REMBRANDT HARMENSZOON VAN RIJN|Sep 1, 2004|730 - 973 USD|872 USD|images/rembrandt_harmenszoon_van_rijn/0bd1a0303ae3455dc363f4bed5b7a583.jpg|
97|2D|1632|Oil|Canvas|Unknown|26 x 21 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a8e14c22962075f73e7055b71b248bbf.jpg|Portrait of a gentleman, half-length, in a black costume|REMBRANDT HARMENSZOON VAN RIJN|Jun 17, 2004|12,000 - 18,000 USD|14,340 USD|images/rembrandt_harmenszoon_van_rijn/a8e14c22962075f73e7055b71b248bbf.jpg|
98|2D||Oil|Canvas|Unknown|99.5 x 76 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a3000a2d9dd5a889114ee09fcd2de8a9.jpg|A PORTRAIT OF A BEARDED MAN READING|REMBRANDT HARMENSZOON VAN RIJN|Mar 15, 2004|982 - 1,473 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/a3000a2d9dd5a889114ee09fcd2de8a9.jpg|
99|2D||Oil|Canvas|Unknown|109 x 84 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8f8481e6531eb3a73214cdbf050be6d1.jpg|A WOMAN PLUCKING BIRDS|REMBRANDT HARMENSZOON VAN RIJN|Dec 8, 2003|1,466 - 2,199 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/8f8481e6531eb3a73214cdbf050be6d1.jpg|
100|2D||Oil|Panel|Unknown|64.5 x 49.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/833a14f0d1f96996343b98c9a5a4cbd1.jpg|ST. PETER REPENTANT|REMBRANDT HARMENSZOON VAN RIJN|Nov 4, 2003|22,936 - 34,404 USD|27,176 USD|images/rembrandt_harmenszoon_van_rijn/833a14f0d1f96996343b98c9a5a4cbd1.jpg|
101|2D||Oil|Panel|Unknown|35.5 x 50.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/11e1d30c5dbc2aeb87eeb0061572a80f.jpg|Moses Trampling on Pharaoh's Crown|REMBRANDT HARMENSZOON VAN RIJN|Oct 29, 2003|11,925 - 17,037 USD|30,538 USD|images/rembrandt_harmenszoon_van_rijn/11e1d30c5dbc2aeb87eeb0061572a80f.jpg|
102|2D||Oil|Canvas|Unknown|43.75 x 31.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0020029919ed39ef60d1014d78705419.jpg|Portrait of the artist|REMBRANDT HARMENSZOON VAN RIJN|Sep 26, 2003|1,328 - 1,992 USD|1,365 USD|images/rembrandt_harmenszoon_van_rijn/0020029919ed39ef60d1014d78705419.jpg|
103|2D||Oil|Canvas|Unknown|25.25 x 21.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Portrait of the artist as a young man|REMBRANDT HARMENSZOON VAN RIJN|Feb 20, 2003|638 - 957 USD|655 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
104|2D||Oil|Canvas|Unknown|26.5 x 21 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Self portrait as a young man|REMBRANDT HARMENSZOON VAN RIJN|Feb 20, 2003|638 - 957 USD|1,688 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
105|2D||Oil|Canvas|Yes|64 x 52 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/337c48e86e7eb89b839a8605b5887e2c.jpg|Rembrandt and Saskia in the scene from the prodigal son in the tavern|REMBRANDT HARMENSZOON VAN RIJN|Jan 23, 2003|2,430 - 3,241 USD|3,237 USD|images/rembrandt_harmenszoon_van_rijn/337c48e86e7eb89b839a8605b5887e2c.jpg|
106|2D||Oil|Canvas|Unknown|22.25 x 18.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/557e410d710bc526d2e8cb78b92f86ae.jpg|Portrait of Rembrandt, half-length|REMBRANDT HARMENSZOON VAN RIJN|Dec 13, 2002|1,585 - 2,378 USD|2,236 USD|images/rembrandt_harmenszoon_van_rijn/557e410d710bc526d2e8cb78b92f86ae.jpg|
107|2D||Oil|Canvas, Board|Unknown|31.625 x 22.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/95b4c7a0f5cbadbcf69e3a8728ea3b06.jpg|An elder from the Old Testament|REMBRANDT HARMENSZOON VAN RIJN|Jun 7, 2002|6,000 - 8,000 USD|4,780 USD|images/rembrandt_harmenszoon_van_rijn/95b4c7a0f5cbadbcf69e3a8728ea3b06.jpg|
108|2D||Oil|Canvas|Unknown|50.5 x 65.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d8066459f1587c901be2934ea14d5427.jpg|Isaac blessing Jacob|REMBRANDT HARMENSZOON VAN RIJN|Jun 7, 2002|35,000 - 45,000 USD|65,725 USD|images/rembrandt_harmenszoon_van_rijn/d8066459f1587c901be2934ea14d5427.jpg|
109|2D||Oil|Canvas|Unknown|25.75 x 21.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d0afb0d7b231beb9da6002e878718d91.jpg|Portrait of a lady, traditionally said to be Hendrickje Stoffels, half-length|REMBRANDT HARMENSZOON VAN RIJN|Jun 7, 2002|300,000 - 400,000 USD|152,500 USD|images/rembrandt_harmenszoon_van_rijn/d0afb0d7b231beb9da6002e878718d91.jpg|
110|2D||Oil|Board|Unknown|8.5 x 6.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dfe5d65c3b2b66e86b5bbb2bffad153a.jpg|Self-portrait of the artist|REMBRANDT HARMENSZOON VAN RIJN|Apr 25, 2002|1,161 - 1,742 USD|1,193 USD|images/rembrandt_harmenszoon_van_rijn/dfe5d65c3b2b66e86b5bbb2bffad153a.jpg|
111|2D||Oil|Canvas|Unknown|27 x 20.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Portrait of an eighty-three year-old woman|REMBRANDT HARMENSZOON VAN RIJN|Mar 28, 2002|284 - 426 USD|301 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
112|2D||Oil|Canvas|Unknown|26.625 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|The man in a golden helmet|REMBRANDT HARMENSZOON VAN RIJN|Jan 17, 2002|287 - 430 USD|472 USD|images/rembrandt_harmenszoon_van_rijn/beac2092aad7c91227aeb0a9e23c1418.jpg|
